id,title,description,link,image_link,availability,price,brand,condition,google_product_category,product_type
718,Cáscara Sagrada 450 mg – 60 Softgels (Healthy America),Producto fitoterapéutico en softgels para integrar a tu rutina de bienestar.,https://naturalbe.com.co/producto/cascara-sagrada-450mg-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/cascara-sagrada-450mg-60-softgels-healthy-america.jpg,in stock,58000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
719,Wellflex – 120 Caplets (Healthy America),Presentación de 120 caplets. Uso según indicación profesional cuando aplique.,https://naturalbe.com.co/producto/wellflex-120-caplets-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/wellflex-120-caplets-healthy-america.jpg,in stock,140000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,huesos
720,Dyroid – 60 Cápsulas (Healthy America),Fórmula en cápsulas para complementar tu ingesta de micronutrientes como parte de tu rutina.,https://naturalbe.com.co/producto/dyroid-60-capsulas-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/dyroid-60-capsulas-healthy-america.jpg,in stock,88000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
721,Bioxin® – 60 Softgels (Healthy America),Suplemento dietario en softgels para complementar tu rutina diaria.,https://naturalbe.com.co/producto/bioxin-60-softgels-healthy-america.html,https://naturalbe.com.co/static/img/healthyamerica/bioxin-60-softgels-healthy-america.jpg,in stock,77000.00 COP,Healthy America,new,Health & Beauty > Health Care > Vitamins & Supplements,antioxidantes
722,BCAA’s Matrix & Silk Amino 3000 mg – 90 Tabletas (Healthy Sports),BCAA’s y aminoácidos en tabletas para complementar tu rutina de entrenamiento.,https://naturalbe.com.co/producto/bcaa-matrix-silk-amino-3000mg-90-caplets-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/bcaa-matrix-3000mg-90-tabletas-healthy-sports.jpg,in stock,97001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
723,L-Carnitina 1000 mg – 60 Tabletas (Healthy Sports),L-Carnitina en tabletas para complementar tu rutina de entrenamiento.,https://naturalbe.com.co/producto/l-carnitina-1000mg-60-tabletas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/l-carnitina-1000mg-60-tabletas-healthy-sports.jpg,in stock,114000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
724,Beta-Alanina 3200 mg – 120 Cápsulas (Healthy Sports),Beta-alanina en cápsulas para complementar rutinas de rendimiento y entrenamiento.,https://naturalbe.com.co/producto/beta-alanina-3200mg-120-capsulas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/beta-alanina-3200mg-120-capsulas-healthy-sports.jpg,in stock,100001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
725,Creatina Micronizada Monohidratada 300 g – 100 Servicios (Healthy Sports),Creatina monohidratada micronizada en polvo para apoyar rutinas de fuerza y rendimiento.,https://naturalbe.com.co/producto/creatina-micronizada-monohidratada-300g-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/creatina-micronizada-300g-healthy-sports.jpg,in stock,140000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
726,BCAA’s 192 g – 15 Servicios Fruit Punch (Healthy Sports),BCAA’s en polvo sabor Fruit Punch para complementar tu entrenamiento.,https://naturalbe.com.co/producto/bcaa-192g-15-servings-fruit-punch-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/bcaa-192g-fruit-punch-healthy-sports.jpg,in stock,103001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
727,Ultimate BCAA’s – 90 Cápsulas (30 Servicios) (Healthy Sports),BCAA’s en cápsulas para complementar tu rutina de entrenamiento y recuperación.,https://naturalbe.com.co/producto/ultimate-bcaas-90-capsulas-30-servings-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/ultimate-bcaas-90-capsulas-healthy-sports.jpg,in stock,95000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
728,Creatina Micronizada Monohidratada 150 g – 50 Servicios (Healthy Sports),"Creatina micronizada en polvo, formato compacto para rutinas de fuerza y rendimiento.",https://naturalbe.com.co/producto/creatina-micronizada-monohidratada-150g-50-servings-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/creatina-micronizada-150g-healthy-sports.jpg,in stock,85001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
729,L-Glutamina 6000 mg 360 g – 60 Servicios (Healthy Sports),L-Glutamina en polvo para complementar tu rutina deportiva y recuperación post-entreno.,https://naturalbe.com.co/producto/l-glutamina-6000mg-360g-60-servings-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/l-glutamina-360g-healthy-sports.jpg,in stock,135000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
730,L-Glutamina 6000 mg 240 g – 40 Servicios (Healthy Sports),"L-Glutamina en polvo, tamaño práctico para complementar tu recuperación post-entreno.",https://naturalbe.com.co/producto/l-glutamina-6000mg-240g-40-servings-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/l-glutamina-240g-healthy-sports.jpg,in stock,95000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
731,Barbarus 910 g Vainilla – 6 Servicios (Healthy Sports),Proteína en polvo sabor vainilla para complementar tu nutrición deportiva.,https://naturalbe.com.co/producto/barbarus-910g-vainilla-6-servings-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/barbarus-910g-vainilla-healthy-sports.jpg,in stock,160000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
732,HMB + BCAAs – 120 Cápsulas (Healthy Sports),Fórmula deportiva con HMB y BCAA’s para complementar tu rutina de entrenamiento y recuperación.,https://naturalbe.com.co/producto/hmb-plus-bcaas-120-capsulas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/hmb-plus-bcaas-120-capsulas-healthy-sports.jpg,in stock,96991.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
733,CLA 1500 mg – 90 Softgels (Healthy Sports),CLA en softgels para complementar tu plan deportivo y hábitos saludables.,https://naturalbe.com.co/producto/cla-1500mg-90-softgels-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/cla-1500mg-90-softgels-healthy-sports.jpg,in stock,103001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
734,Pronitric L-Arginine 1000 mg – 60 Tabletas (Healthy Sports),L-Arginina en tabletas para complementar tu enfoque de rendimiento y entrenamiento.,https://naturalbe.com.co/producto/pronitric-l-arginine-1000mg-60-caplets-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/arginina-1000mg-60-tabletas-healthy-sports.jpg,in stock,92000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
735,L-Glutamine 3000 mg – 120 Cápsulas (Healthy Sports),Glutamina en cápsulas para complementar tu rutina de entrenamiento y recuperación.,https://naturalbe.com.co/producto/l-glutamine-3000mg-120-capsulas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/l-glutamine-3000mg-120-capsulas-healthy-sports.jpg,in stock,97001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
736,Nuclear Pre-Entreno 360 g – 30 Servicios Fruit Punch (Healthy Sports),Pre-entreno en polvo para complementar tu rutina de entrenamiento con energía y enfoque.,https://naturalbe.com.co/producto/nuclear-pre-entreno-360g-30-servings-fruit-punch-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/nuclear-pre-entreno-360g-healthy-sports.jpg,in stock,175000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
737,BCAA’s 384 g – 30 Servicios Fruit Punch (Healthy Sports),BCAA’s en polvo para complementar tu entrenamiento y recuperación post-entreno.,https://naturalbe.com.co/producto/bcaa-384g-30-servings-fruit-punch-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/bcaa-384g-healthy-sports.jpg,in stock,154000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
738,Pronitric L-Arginine HCL 500 mg – 50 Cápsulas (Healthy Sports),L-Arginina en cápsulas para complementar tu rutina deportiva y nutrición enfocada.,https://naturalbe.com.co/producto/pronitric-l-arginine-hcl-500mg-50-capsulas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/arginina-500mg-50-capsulas-healthy-sports.jpg,in stock,63999.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
739,Creatine Monohydrate – 120 Cápsulas (Healthy Sports),"Creatina en cápsulas para complementar rutinas de fuerza, potencia y rendimiento.",https://naturalbe.com.co/producto/creatine-monohydrate-120-capsulas-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/creatine-monohydrate-120-capsulas-healthy-sports.jpg,in stock,97001.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
740,Beephy Protein 936 g – 26 Servicios Vainilla (Healthy Sports),Proteína en polvo sabor vainilla para complementar tu nutrición deportiva diaria.,https://naturalbe.com.co/producto/beephy-protein-936g-26-servings-vainilla-healthy-sports.html,https://naturalbe.com.co/static/img/healthyamerica/beephy-protein-936g-vainilla-healthy-sports.jpg,in stock,255000.00 COP,Healthy Sports,new,Health & Beauty > Health Care > Vitamins & Supplements,suplementos
